ID,Temporada,Liga,Data,Hora,Status,Casa,Fora,Gols Casa,Gols Fora,ID Casa,ID Fora,ID Rodada,Semana,revised_game_week,Momentos Gols Casa,Momentos Gols Fora,Total Gols,Escanteios Casa,Escanteios Fora,totalCornerCount,Impedimentos Casa,Impedimentos Fora,Amarelos Casa,Amarelos Fora,Vermelhos Casa,Vermelhos Fora,Chutes no Gol Casa,Chutes no Gol Fora,Chutes Fora Casa,Chutes Fora Fora,Total Chutes Casa,Total Chutes Fora,Faltas Casa,Faltas Fora,Posse Casa %,Posse Fora %,ID Árbitro,ID Técnico Casa,ID Técnico Fora,Estádio,Local,Total Cartões Casa,Total Cartões Fora,Odd 1,Odd X,Odd 2,BTTS Sim,BTTS Não,CS Casa Sim,CS Casa Não,CS Fora Sim,CS Fora Não,odds_doublechance_1x,odds_doublechance_12,odds_doublechance_x2,odds_1st_half_result_1,odds_1st_half_result_x,odds_1st_half_result_2,odds_2nd_half_result_1,odds_2nd_half_result_x,odds_2nd_half_result_2,odds_dnb_1,odds_dnb_2,odds_corners_over_75,odds_corners_over_85,odds_corners_over_95,odds_corners_over_105,odds_corners_over_115,odds_corners_under_75,odds_corners_under_85,odds_corners_under_95,odds_corners_under_105,odds_corners_under_115,odds_corners_1,odds_corners_x,odds_corners_2,odds_team_to_score_first_1,odds_team_to_score_first_x,odds_team_to_score_first_2,odds_win_to_nil_1,odds_win_to_nil_2,odds_1st_half_over05,odds_1st_half_over15,odds_1st_half_over25,odds_1st_half_over35,odds_1st_half_under05,odds_1st_half_under15,odds_1st_half_under25,odds_1st_half_under35,odds_2nd_half_over05,odds_2nd_half_over15,odds_2nd_half_over25,odds_2nd_half_over35,odds_2nd_half_under05,odds_2nd_half_under15,odds_2nd_half_under25,odds_2nd_half_under35,odds_btts_1st_half_yes,odds_btts_1st_half_no,odds_btts_2nd_half_yes,odds_btts_2nd_half_no,Gols Totais,Gols HT Casa,Gols HT Fora,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,Total Gols HT,Vencedor,Sem Mando,Potencial BTTS,btts_fhg_potential,btts_2hg_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,Potencial +4.5,Potencial +3.5,Potencial +2.5,Potencial +1.5,o05_potential,Potencial +1.5 HT,Potencial +0.5 HT,o05_2H_potential,o15_2H_potential,Potencial Escanteios,Potencial Impedimentos,Potencial Cartões,Média Potencial,home_url,home_image,away_url,away_image,PPG Casa,PPG Fora,PPG Casa Pré-Jogo,PPG Fora Pré-Jogo,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,Potencial -4.5,Potencial -3.5,Potencial -2.5,Potencial -1.5,u05_potential,Potencial +8.5 Escanteios,Potencial +9.5 Escanteios,Potencial +10.5 Escanteios,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,match_url,ID Competição,matches_completed_minimum,+0.5 Gols,+1.5 Gols,+2.5 Gols,+3.5 Gols,+4.5 Gols,+5.5 Gols,BTTS,homeGoals_timings,awayGoals_timings,image_league,home_position,away_position,home_team,away_team,home_odds,draw_odds,away_odds,Over 0.5,Over 1.5,Over 2.5,Over 3.5,Over 4.5,Under 0.5,Under 1.5,Under 2.5,Under 3.5,Under 4.5
8533792,2025/2026,Australia A-League,2026-05-23,05:10:00,complete,Auckland,Sydney FC,1,0,1281177,606,122130,0,-1,60,,1,4,2,6,2,6,5,1,0,0,2,2,6,3,8,5,12,8,38,62,NaN,NaN,32241,,,5,1,2.37,3.1,3.2,1.83,1.91,2.75,1.4,3.4,1.28,1.33,0,1.6,2.9,2.12,3.95,2.7,2.35,3.45,0,0,1.14,1.38,1.79,2.01,2.55,3.7,2.7,2.26,1.77,1.43,1.65,7.5,2.5,0,0,0,3.8,5,1.42,3.15,7,17,2.47,1.3,1.05,1.01,1.29,2.15,4.7,15,3.4,1.64,1.16,1.03,0,0,0,0,1,0,0,1,0,1,0,1281177,1,5400%,3000%,2000%,0,-1,2,1,2,1,2,1,3,3,1,0,4,1,1,5,1,47,31,90,88,0.99,0.69,1.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20,32,1,8,12,-1,-1,-1,500%,2100%,4900%,7600%,9400%,2800%,6200%,8000%,4500%,1000%,376%,390%,243%,/clubs/auckland-fc-1281177,teams/new-zealand-auckland-fc.png,/clubs/sydney-fc-606,teams/australia-sydney-fc.png,1.67,1.47,1.62,1.52,1.62,1.52,9500%,8000%,5200%,2400%,700%,6900%,5700%,4500%,1.72,1.64,3.36,/australia/sydney-fc-vs-auckland-fc-h2h-stats#8533792,16036,30,Sim,Não,Não,Não,Não,Não,Não,60,,https://cdn.footystats.org/img/competitions/australia-a-league.png,1,3,Auckland,Sydney FC,2.37,3.1,3.2,1.05,1.36,2.05,4.2,7,8.5,3,1.62,1.2,1.06
8526666,2025/2026,Australia A-League,2026-05-16,06:40:00,complete,Newcastle Jets FC,Sydney FC,3,5,605,606,122129,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,5,13,1,1,6,4,0,0,6,7,16,11,22,18,18,20,57,43,NaN,NaN,32241,McDonald Jones Stadium,"Turton Road, Broadmeadow / New Lambton, Newcastle",6,4,2.25,3.75,2.75,1.44,2.63,4.2,1.18,4.75,1.15,1.25,0,1.65,2.7,2.5,3,2.48,2.78,2.92,0,0,1.13,1.26,1.44,1.71,2.1,4.8,3.4,2.55,2,1.64,1.94,7.5,2.07,0,0,0,5,6.5,1.24,2.13,4.8,11,3.5,1.67,1.15,1.02,1.14,1.67,3.1,6.5,5,2.1,1.33,1.1,0,0,0,0,8,0,0,0,0,0,0,606,1,5500%,2600%,2300%,1,-1,2,1,2,3,5,2,5,7,1,0,5,4,1,9,1,100,60,155,96,2.53,2.05,4.59,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,1,34,21,1,20,18,1,13,15,1900%,3300%,5700%,7500%,9300%,2900%,5700%,8600%,5300%,960%,352%,305%,287%,/clubs/newcastle-jets-fc-605,teams/australia-newcastle-jets-fc.png,/clubs/sydney-fc-606,teams/australia-sydney-fc.png,1.75,1.59,1.81,1.54,1.81,1.54,8200%,6700%,4400%,2600%,800%,7100%,5700%,4000%,1.71,1.63,3.34,/australia/newcastle-jets-fc-vs-sydney-fc-h2h-stats#8526666,16036,28,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-1,-1,-1,-1,-1,-1,-1,-1,https://cdn.footystats.org/img/competitions/australia-a-league.png,1,3,Newcastle Jets FC,Sydney FC,2.25,3.75,2.75,1.03,1.14,1.5,2.2,3.38,19,5,2.45,1.62,1.24
8526667,2025/2026,Australia A-League,2026-05-15,06:35:00,complete,Adelaide United,Auckland,0,3,601,1281177,122129,0,-1,,44,58,86,3,6,4,10,5,3,1,2,0,0,1,5,14,7,15,12,4,14,62,38,NaN,NaN,NaN,Coopers Stadium,"Holden Street, Hindmarsh, Adelaide",1,2,2.38,3.6,2.7,1.5,2.4,3.8,1.22,4,1.2,1.3,0,1.53,2.8,2.4,2.9,2.6,2.75,2.92,0,0,1.13,1.25,1.42,1.67,2.04,4.9,3.5,2.63,2.05,1.68,1.75,8,2.33,0,0,0,4.75,5,1.25,2.34,5.5,14,3.28,1.53,1.09,1.03,1.18,1.83,3.58,8,4.5,1.91,1.25,1.06,0,0,0,0,3,0,1,0,2,2,1,1281177,1,7600%,1600%,2300%,0,-1,2,1,4,2,2,2,6,4,0,1,1,1,1,2,1,44,45,109,104,1.34,1.44,2.78,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,34,22,1,14,3,1,2,8,1200%,2900%,6000%,9000%,9800%,3800%,8400%,8400%,4800%,1106%,353%,352%,290%,/clubs/adelaide-united-fc-601,teams/australia-adelaide-united-fc.png,/clubs/auckland-fc-1281177,teams/new-zealand-auckland-fc.png,1.57,1.62,1.63,1.57,1.63,1.57,8900%,7100%,4000%,1100%,200%,6400%,5800%,4900%,1.63,1.73,3.36,/australia/adelaide-united-fc-vs-auckland-fc-h2h-stats#8526667,16036,28,Sim,Sim,Sim,Não,Não,Não,Não,,44,58,86,https://cdn.footystats.org/img/competitions/australia-a-league.png,3,2,Adelaide United,Auckland,2.38,3.6,2.7,1.03,1.14,1.57,2.54,4.4,15,4.4,2.2,1.44,1.18
8526665,2025/2026,Australia A-League,2026-05-09,03:00:00,complete,Auckland,Adelaide United,1,1,1281177,601,122129,0,-1,24,63,2,4,7,11,2,2,1,2,0,0,5,5,12,7,17,12,14,9,49,51,NaN,NaN,NaN,,,1,2,2.29,3.6,3.1,1.57,2.25,3.25,1.3,4.5,1.17,1.3,0,1.65,2.55,2.26,3.5,2.45,2.5,3.3,0,0,1.14,1.3,1.54,1.99,2.44,4.4,3,2.25,1.84,1.55,1.66,8.3,2.32,0,0,0,3.9,6.5,1.25,2.3,5,15,3.28,1.5,1.08,1.03,1.15,1.85,3.9,9,4.2,1.8,1.22,1.06,0,0,0,0,2,1,0,0,1,1,1,-1,1,7600%,4400%,3800%,0,-1,2,1,2,1,2,6,3,8,0,0,1,2,0,3,1,44,34,111,75,1.75,1.35,3.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23,16,1,9,14,1,7,6,1200%,3100%,6200%,8900%,9800%,4000%,8300%,8300%,5000%,1107%,350%,354%,293%,/clubs/auckland-fc-1281177,teams/new-zealand-auckland-fc.png,/clubs/adelaide-united-fc-601,teams/australia-adelaide-united-fc.png,1.57,1.63,1.59,1.65,1.59,1.65,8900%,7000%,3800%,1200%,200%,6300%,5700%,4700%,1.73,1.64,3.37,/australia/adelaide-united-fc-vs-auckland-fc-h2h-stats#8526665,16036,27,Sim,Sim,Não,Não,Não,Não,Sim,24,63,https://cdn.footystats.org/img/competitions/australia-a-league.png,2,3,Auckland,Adelaide United,2.29,3.6,3.1,1.03,1.15,1.71,2.55,4.7,13.8,4,2.05,1.46,1.12
8526664,2025/2026,Australia A-League,2026-05-09,06:40:00,complete,Sydney FC,Newcastle Jets FC,1,1,606,605,122129,0,-1,50,58,2,5,3,8,5,0,1,1,0,0,6,5,9,6,15,11,6,15,58,42,NaN,32241,NaN,,,1,1,2.31,3.6,2.85,1.44,2.53,3.85,1.22,4.5,1.17,1.4,0,1.6,2.7,2.25,3.3,2.5,2.88,2.93,0,0,1.16,1.3,1.5,1.8,2.3,4.4,3.15,2.38,1.89,1.55,1.7,8.7,2.6,0,0,0,5,5.75,1.22,2.25,4.8,12,3.7,1.6,1.13,1.03,1.17,1.75,3.28,7,4.75,1.95,1.29,1.08,0,0,0,0,2,0,0,1,1,2,0,-1,1,5300%,2700%,3500%,0,-1,2,1,3,2,2,1,5,3,1,0,0,1,1,1,1,57,36,113,83,1.78,1.31,3.09,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,18,17,1,15,6,1,4,12,1900%,3500%,5900%,7400%,9300%,3100%,5900%,8500%,5100%,966%,347%,308%,291%,/clubs/sydney-fc-606,teams/australia-sydney-fc.png,/clubs/newcastle-jets-fc-605,teams/australia-newcastle-jets-fc.png,1.54,1.81,1.56,1.85,1.56,1.85,8100%,6600%,4100%,2600%,800%,7400%,5900%,4200%,1.62,1.73,3.35,/australia/newcastle-jets-fc-vs-sydney-fc-h2h-stats#8526664,16036,27,Sim,Sim,Não,Não,Não,Não,Sim,50,58,https://cdn.footystats.org/img/competitions/australia-a-league.png,4,1,Sydney FC,Newcastle Jets FC,2.31,3.6,2.85,1.03,1.17,1.5,2.3,3.85,15,4.8,2.3,1.53,1.2
8523155,2025/2026,Australia A-League,2026-05-02,02:00:00,complete,Auckland,Melbourne City FC,8,7,1281177,602,122131,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,6,6,12,2,2,4,1,0,0,6,4,11,13,17,17,13,16,47,53,NaN,NaN,21969,,,4,1,2.3,3.19,3.14,1.72,2.01,2.95,1.35,3.5,1.25,1.34,0,1.61,2.88,2.06,3.66,2.59,2.41,3.3,0,0,1.18,1.35,1.75,1.98,2.5,4.05,2.95,2.21,1.77,1.47,1.83,7,2.37,0,0,0,3.8,5,1.4,2.77,6.5,23,2.73,1.39,1.05,1.01,1.23,2.14,4.5,12,3.58,1.66,1.15,1.04,0,0,0,0,15,0,0,0,0,0,0,1281177,1,6000%,3900%,3100%,1,-1,2,1,1,5,4,1,6,5,1,0,3,1,1,4,1,45,88,138,154,1.83,2,3.83,0,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,1,30,42,1,16,13,1,16,11,800%,2700%,5400%,7700%,9200%,3900%,7900%,7300%,4200%,1092%,389%,369%,264%,/clubs/auckland-fc-1281177,teams/new-zealand-auckland-fc.png,/clubs/melbourne-city-fc-602,teams/australia-melbourne-city-fc.png,1.67,1.41,1.62,1.46,1.62,1.46,9200%,7300%,4600%,2300%,800%,6900%,5800%,4600%,1.73,1.52,3.25,/australia/melbourne-city-fc-vs-auckland-fc-h2h-stats#8523155,16036,27,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://cdn.footystats.org/img/competitions/australia-a-league.png,2,6,Auckland,Melbourne City FC,2.3,3.19,3.14,1.02,1.27,1.99,3.18,7,8.2,3.18,1.88,1.27,1.07
8523154,2025/2026,Australia A-League,2026-05-02,06:40:00,complete,Melbourne Victory FC,Sydney FC,0,1,607,606,122131,0,-1,,80,1,10,6,16,2,0,0,4,0,0,6,2,10,4,16,6,7,12,51,49,NaN,32258,32241,,,0,4,2,3.7,3.42,1.52,2.4,3.5,1.25,4.75,1.15,1.29,0,1.79,2.49,2.28,3.76,2.29,2.8,3.38,0,0,1.16,1.3,1.65,1.87,2.34,4.39,3.12,2.36,1.87,1.53,1.62,7.5,2.75,0,0,0,3.9,6.5,1.28,2.3,5.1,15,3.34,1.55,1.11,1.01,1.15,1.79,3.42,8,4.55,1.92,1.25,1.07,0,0,0,0,1,0,0,0,1,1,0,606,1,4500%,2700%,1200%,0,-1,2,1,3,5,7,1,8,8,0,0,0,4,0,4,1,76,21,110,77,1.98,0.68,2.66,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,39,10,1,12,7,1,4,15,1600%,3100%,4800%,6900%,9000%,2500%,5800%,7900%,5200%,1092%,350%,366%,260%,/clubs/melbourne-victory-fc-607,teams/australia-melbourne-victory-fc.png,/clubs/sydney-fc-606,teams/australia-sydney-fc.png,1.48,1.56,1.54,1.5,1.54,1.5,8500%,7000%,5200%,3100%,1000%,6900%,5800%,4200%,1.88,1.66,3.54,/australia/sydney-fc-vs-melbourne-victory-fc-h2h-stats#8523154,16036,27,Sim,Não,Não,Não,Não,Não,Não,,80,https://cdn.footystats.org/img/competitions/australia-a-league.png,5,4,Melbourne Victory FC,Sydney FC,2,3.7,3.42,1.03,1.15,1.57,2.45,4.33,11,4.3,2.25,1.55,1.22
8266503,2025/2026,Australia A-League,2026-04-26,02:00:00,complete,Sydney FC,Auckland,2,2,606,1281177,120614,26,-1,56,85,67,90,4,4,6,10,2,1,1,1,0,0,6,2,11,8,17,10,10,8,60,40,NaN,32241,NaN,,,1,1,2.25,3.4,2.53,1.52,2.3,3.8,1.22,3.8,1.22,1.31,0,1.5,2.98,2.44,3.3,2.62,2.65,2.9,0,0,1.21,1.39,1.85,2.12,2.7,3.55,2.77,2.11,1.76,1.38,1.67,7.6,2.43,0,0,0,4.5,5,1.3,2.39,5.45,15,3.22,1.5,1.09,1.02,1.15,1.85,3.7,9,4.2,1.85,1.22,1.06,0,0,0,0,4,0,0,2,2,4,0,-1,0,5500%,2100%,1700%,0,-1,2,1,0,2,4,4,2,8,0,0,1,1,0,2,1,71,52,112,87,2,1.15,3.15,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,31,20,1,8,10,1,6,12,800%,1300%,4600%,8400%,9200%,2500%,5900%,8800%,4600%,850%,300%,484%,242%,/clubs/sydney-fc-606,teams/australia-sydney-fc.png,/clubs/auckland-fc-1281177,teams/new-zealand-auckland-fc.png,1.46,1.77,1.5,1.83,1.52,1.64,9200%,8800%,5400%,1700%,800%,5900%,4600%,3800%,1.87,1.47,3.34,/australia/sydney-fc-vs-auckland-fc-h2h-stats#8266503,16036,26,Sim,Sim,Sim,Sim,Não,Não,Sim,56,85,67,90,https://cdn.footystats.org/img/competitions/australia-a-league.png,5,2,Sydney FC,Auckland,2.25,3.4,2.53,1.03,1.2,1.65,2.51,4.5,13,4.2,2.15,1.42,1.17
8266466,2025/2026,Australia A-League,2026-04-26,04:30:00,complete,Melbourne City FC,Adelaide United,1,2,602,601,120614,26,-1,17,79,90+8,3,3,10,13,1,1,3,0,0,1,2,5,7,12,9,17,11,13,43,57,NaN,21969,NaN,,,3,1,2.1,3.6,2.9,1.47,2.35,3.55,1.25,4.75,1.15,1.29,0,1.7,2.5,2.35,3.5,2.45,2.71,3.1,0,0,1.23,1.42,1.68,1.99,2.65,4.15,2.6,2.05,1.68,1.41,1.6,8.9,2.8,0,0,0,4.33,6.5,1.26,2.25,5.1,11,3.34,1.6,1.12,1.03,1.17,1.75,3.28,7.5,4.8,2,1.29,1.08,0,0,0,0,3,1,0,0,2,2,1,601,0,6700%,3000%,3400%,0,-1,2,1,2,2,1,8,4,9,0,0,3,1,0,4,1,90,87,126,125,1.37,2.05,3.42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,26,1,13,11,1,7,8,900%,2500%,5900%,8000%,9600%,4600%,7900%,7900%,5000%,1175%,383%,367%,271%,/clubs/melbourne-city-fc-602,teams/australia-melbourne-city-fc.png,/clubs/adelaide-united-fc-601,teams/australia-adelaide-united-fc.png,1.54,1.46,1.67,1.33,1.52,1.6,9200%,7500%,4200%,2100%,400%,8000%,7500%,5400%,1.68,1.52,3.2,/australia/adelaide-united-fc-vs-melbourne-city-fc-h2h-stats#8266466,16036,26,Sim,Sim,Sim,Não,Não,Não,Sim,17,79,90+8,https://cdn.footystats.org/img/competitions/australia-a-league.png,6,2,Melbourne City FC,Adelaide United,2.1,3.6,2.9,1.03,1.13,1.53,2.4,4.2,15,4.8,2.35,1.53,1.2
8266465,2025/2026,Australia A-League,2026-04-25,04:00:00,complete,Newcastle Jets FC,Central Coast Mariners,4,0,605,603,120614,26,-1,21,25,44,86,,4,5,3,8,1,3,1,1,0,0,7,2,11,9,18,11,14,10,54,46,NaN,NaN,27845,McDonald Jones Stadium,"Turton Road, Broadmeadow / New Lambton, Newcastle",1,1,1.55,4.65,4.92,1.4,2.8,3.2,1.3,8.5,1.04,1.18,0,2.38,1.91,2.75,4.95,1.76,2.9,4.5,0,0,1.25,1.37,1.7,2.08,2.65,3.5,2.6,2,1.64,1.4,1.43,8,4.1,0,0,0,3.7,13,1.17,1.82,3.45,8,4.75,1.9,1.25,1.05,1.1,1.5,2.6,5,6.5,2.45,1.44,1.15,0,0,0,0,4,3,0,1,0,1,3,605,0,6700%,3800%,3400%,0,-1,2,1,3,3,2,0,6,2,0,0,1,1,0,2,1,57,49,96,103,2.03,1.2,3.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25,25,1,10,14,1,7,10,3000%,4600%,7100%,8300%,10000%,4600%,7900%,8800%,5900%,875%,225%,283%,354%,/clubs/newcastle-jets-fc-605,teams/australia-newcastle-jets-fc.png,/clubs/central-coast-mariners-fc-603,teams/australia-central-coast-mariners-fc.png,1.69,1.23,1.58,1.33,1.8,1.28,7100%,5400%,2900%,1700%,0%,7500%,5400%,4600%,1.95,1.12,3.07,/australia/central-coast-mariners-fc-vs-newcastle-jets-fc-h2h-stats#8266465,16036,26,Sim,Sim,Sim,Sim,Não,Não,Não,21,25,44,86,,https://cdn.footystats.org/img/competitions/australia-a-league.png,1,9,Newcastle Jets FC,Central Coast Mariners,1.55,4.65,4.92,1.01,1.06,1.24,1.8,2.75,27,8,3.38,2.05,1.44
